date,symbol,metric_profile,quality_status,trusted,stablecoin_supply_usd,stablecoin_7d_pct,stablecoin_30d_pct,fees_7d_usd,fees_30d_usd,fees_7d_vs_prev7_pct,fees_30d_vs_prev30_pct,revenue_7d_usd,revenue_30d_usd,revenue_7d_vs_prev7_pct,revenue_30d_vs_prev30_pct,long_project_activity_score_0_10,long_project_activity_label,tactical_project_activity_score_0_10,tactical_project_activity_label
2026-09-25,ETH,CHAIN_L1,TRUSTED,True,148355304980.62,-0.1382013950824379,-0.28535322864509105,,,,,,,,,5,NEUTRAL,5,NEUTRAL
2026-09-25,SOL,CHAIN_L1,TRUSTED,True,17687208359.83,12.557176484928934,9.50770227305826,,,,,,,,,10,STRONG_POSITIVE,10,STRONG_POSITIVE
2026-09-25,LINK,INFRA_ORACLE,TRUSTED,True,,,,2197359.0,6699303.0,96.53951972408463,39.03924676886908,2324980.0,6725452.0,110.35536338409955,48.329459382624805,10,STRONG_POSITIVE,10,STRONG_POSITIVE
2026-09-25,ONDO,DEFI_RWA,TRUSTED,True,,,,1751389.0,7663856.0,-9.543494956788335,11.5731025737708,0.0,0.0,,,10,STRONG_POSITIVE,0,STRONG_NEGATIVE
