date,phase,phase_score,phase_confidence_pct,rotation_score,btc_trend,eth_trend,eth_btc_strength,btc_dom_pct,eth_dom_pct,stablecoin_30d_pct,btc_etf_5d_usdm,eth_etf_5d_usdm,sol_etf_5d_usdm,broad_history_ready,eth_btc_5d_pct,eth_btc_20d_pct,btc_dom_5d_change_pp,btc_dom_20d_change_pp,others_btc_eq_5d_pct,others_btc_eq_20d_pct,stablecoin_7d_pct,stablecoin_14d_pct,btc_etf_20d_usdm,eth_etf_20d_usdm,long_flow_score_0_10,tactical_flow_score_0_5
2026-09-22,ALT_ROTATION_CANDIDATE,9,60,7,True,True,True,58.72003957091988,11.32567339592294,1.094835977572206,2306.2,536.5999999999999,102.5,False,-0.2617891141950768,3.279176735238498,,,,,0.4492048921584946,0.4380903216769871,2516.4,1235.5000000000002,7.0,3.0
2026-09-24,ALT_ROTATION_CANDIDATE,9,60,7,True,True,True,58.56423470494953,11.325872345778702,1.2259982291309202,2684.2999999999997,746.5,149.0,False,-1.7198524099195978,3.296324916930793,,,,,0.9029992404974818,0.6116271060963463,2821.7999999999997,1213.6999999999998,7.0,3.0
